nome;Indirizzo;Colore Pin;Nascosto;Referente;Email;Telefono;Cellulare;Mandanti;P.IVA/C.F.;Freezco ;consegna;bonifico;fattura;incasso;incasso mancato;proroga;Visite Totali;visita dal cliente;telefonata;email;altro;Ultima Visita;Latitudine;Longitudine;Note;GentmoID
Osteria Circo;Via dei Cerchi, 77/79, 00186 Roma RM, Italia;rosso;;;;+39 351 720 8595;;;;0;3;0;0;2;0;0;4;3;0;0;1;28/03/25;41.8876751;12.4843076;;gentmo.c.-OLFOvm3ot0VJwNPG-vs
Osteria DaVero al Pigneto I'm Frank;Via del Pigneto, 30b, 00176 Roma RM, Italia;rosso;;;;+39 06 9522 7789;;;;0;1;0;0;0;0;0;1;1;0;0;0;15/07/25;41.8891109;12.5251021;;gentmo.c.-ODHS0hT14ChxUVOfWM1
Osteria Di Ponte;Via di Panico, 83, 00186 Roma RM, Italia;rosso;;;;+39 06 6889 2321;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8999154;12.4681924;;gentmo.c.-OUzX4Ks2eOCVoc95xNI
Osteria Gemelli;Via Adige, 30e, 00198 Roma RM, Italia;rosso;;;;+39 375 932 1798;;;;0;5;0;0;0;0;0;5;2;0;0;3;07/10/25;41.9207312;12.50431;;gentmo.c.-OThFTbt1sbBA7Q6gOsY
Osteria Le Brocchette;Lungomare della Salute, 33, 00054 Fiumicino RM, Italia;rosso;;;;+39 06 6504 8384;;;;0;11;3;3;0;0;0;11;6;0;0;5;13/10/25;41.76762890000001;12.2234778;;gentmo.c.-OKQXMseuHtY2CaLKX-n
Osteria gemmelli;Via Adige 30E, 00198 Roma Lazio, Italia;rosso;x;;;;;;;0;1;0;0;0;0;0;1;1;0;0;0;03/06/25;41.9207181;12.5044207;;gentmo.c.-ORRso8aiRA9dASlCkt5
Osteria il matto;Via Portuense, 135, 00153 Roma RM, Italia;rosso;;;;+39 338 162 6669;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8768512;12.4680135;;gentmo.c.-OXrk6tsTMenPtTcHW-c
Osteria la Gensola;Piazza della Gensola, 15, 00153 Roma RM, Italia;rosso;;;;+39 06 581 6312;;;;0;39;0;1;1;0;0;45;25;0;0;20;05/08/25;41.88941399999999;12.4763839;;gentmo.c.-OL6dcw_mqRXmsnbmCJO
Otivm Roof Bar;Via d'Aracoeli, 11, 00186 Roma RM, Italia;rosso;;;;+39 06 4041 0547;;;;0;20;9;9;0;0;0;21;5;0;0;16;07/10/25;41.89481279999999;12.4802778;;gentmo.c.-OThANqBo1EuoPPO9JTZ
PUBLIC Trastevere;Vicolo del Cinque, 33, 00153 Roma RM, Italia;rosso;;;;+39 06 6673 1779;;;;0;2;0;0;2;0;0;2;2;0;0;0;14/03/25;41.8912268;12.4699964;;gentmo.c.-ODHtxYclGmBTUblxe0V
Padel Maximo;Via di Casal Boccone, 283, 00137 Roma RM, Italia;rosso;;;;+39 06 8880 5808;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.9655829;12.5509619;;gentmo.c.-OZjei-Xhsm6MN33jYff
Palazzo Manfredi, an SLH Hotel;Via Labicana, 125, 00184 Roma RM, Italia;rosso;;;;+39 06 7759 1380;;;;0;3;0;0;0;0;0;4;1;0;0;3;05/08/25;41.8901976;12.4956039;;gentmo.c.-OWVN_D__uhQha5fIS3c
Palazzo Talìa;Via del Nazareno, 25, 00187 Roma RM, Italia;rosso;;;;+39 06 692521;;;;0;0;0;0;0;0;0;1;1;0;0;0;14/08/25;41.9028956;12.4835823;;gentmo.c.-OXcvFHSeBD6J8UFlocM
Palazzo Velli Expo;Piazza di S. Egidio, 10, 00153 Roma RM, Italia;rosso;;;;+39 06 588 2143;;;;0;1;0;0;0;0;0;1;1;0;0;0;19/04/25;41.89008199999999;12.4691777;;gentmo.c.-OOExeX66hcj_sMG-rsk
Palazzo dello Sport - Roma;Piazzale Pier Luigi Nervi, 1, 00144 Roma RM, Italia;rosso;;;;+39 06 540901;;;;0;1;0;0;0;0;0;1;1;0;0;0;27/07/25;41.825297;12.4665887;;gentmo.c.-OW76NY7CIrAapk-9cQK
Palestra Popolare Quarticciolo;Via Trani, 1, 00171 Roma RM, Italia;rosso;;;;+39 320 172 4658;;;;0;3;0;0;0;0;0;3;2;0;0;1;30/05/25;41.89210839999999;12.5784012;;gentmo.c.-ONyc_KfuetugD7ImBG2
Palm Suite, an SLH Hotel;Via del Colosseo, 20, 00184 Roma RM, Italia;rosso;;;;+39 06 8351 2491;;;;0;2;0;0;0;0;0;2;2;0;0;0;11/08/25;41.8920877;12.4906297;;gentmo.c.-OWttb7JqlIJmu08FCuO
PaneLiquido Birreria&Stuzzicheria;Via Ostiense, 162c, 00154 Roma RM, Italia;rosso;;;;+39 375 790 2639;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8646769;12.4785714;;gentmo.c.-ODNzsouW5O0bI0Hk9us
Papo - Bistrot Napoletano;Via Properzio, 26-28, 00193 Roma RM, Italia;rosso;;;;+39 379 274 9685;;;;0;29;0;0;0;0;0;29;11;0;0;18;19/09/25;41.90551430000001;12.4610711;;gentmo.c.-ODHaXIfqSZkXQ2d9z0X
Parco Appio;Via dell'Almone, 105, 00179 Roma RM, Italia;rosso;;;;+39 371 144 2214;;;;0;52;8;8;0;0;0;58;34;0;0;24;14/08/25;41.8545543;12.5316199;;gentmo.c.-ONp_seV2yEw4vcwmGyz
Parco Tevere Marconi;Lungotevere di Pietra Papa, 00146 Roma RM, Italia;rosso;;;;+39 06 99500;;;;0;78;0;15;1;0;0;86;52;0;0;34;24/09/25;41.86219570000001;12.473606;;gentmo.c.-ONGW2Rk_eqPNMV5bb3b
Parco del Tevere Magliana;Quartiere XI Portuense, 00146 Roma RM, Italia;rosso;;;;;;;;0;26;0;6;0;0;0;28;15;0;0;13;14/08/25;41.84295879999999;12.4602405;;gentmo.c.-OPB2-NTg2CbeZ2IWOM0
Parco della Resistenza dell'8 Settembre;Viale Manlio Gelsomini, 00153 Roma RM, Italia;rosso;;;;;;;;0;30;1;5;0;0;0;31;9;0;0;22;31/08/25;41.8785508;12.4812362;;gentmo.c.-OUVIuFOo3V7bN9W3MgQ
Pascia Club;V. di Settebagni, 306, 00138 Roma RM, Italia;rosso;;;;+39 06 8723 5226;;;;0;1;0;0;0;0;0;1;1;0;0;0;08/11/25;41.9668648;12.5467765;;gentmo.c.-Od_cyTbxnPWP0SspwUZ
Pascià Madonna Rocca;Via Leonardo Da Vinci, 95, 98039 Taormina ME, Italia;rosso;;;;+39 334 281 3134;;;;0;0;0;0;0;0;0;0;0;0;0;0;;37.8556218;15.281275;;gentmo.c.-Od_ctWi7wDCC5pjaXNT
Pastificio La Cometa;Zona Industriale Le Pantane, 5, 00061 Anguillara Sabazia RM, Italia;rosso;;;;+39 06 9990 0781;;;;0;0;0;0;0;0;0;0;0;0;0;0;;42.0725927;12.3065219;;gentmo.c.-Oe95NOX_avi-ECBhUB9
PePPO a Cinecittà;Via Statilio Ottato, 110, 00175 Roma RM, Italia;rosso;;;;+39 06 7154 6118;;;;0;30;0;0;0;0;0;31;15;0;0;16;10/08/25;41.856959;12.5697142;;gentmo.c.-OLtcxypS9HwVYSTb_2h
Pequeño | Atypical Tapas Bar;Largo Somalia, 39, 00199 Roma RM, Italia;rosso;;;;+39 06 2170 9432;;;;0;33;0;0;0;0;0;33;9;0;0;24;13/11/25;41.9361557;12.515698;;gentmo.c.-OUkiNC8xikupLvueI8M
Physiotech 3.0;Viale Cortina d'Ampezzo, 345, 00135 Roma RM, Italia;rosso;;;;+39 06 4543 6237;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.94180420000001;12.4361918;;gentmo.c.-O_NRxy5-wP0gD0CXAYu
Piazzeria appio;Via Ferdinando Ughelli 30, 00179 Roma Lazio, Italia;rosso;;Martina;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8705732;12.5165926;;gentmo.c.-OSx8a4UCxHJglmCuoCr
Piccadilly Roma;Via Appia Nuova, 127, 00183 Roma RM, Italia;rosso;;;;+39 06 9761 4438;;;;0;1;0;0;0;0;0;1;1;0;0;0;18/10/25;41.8827057;12.5135689;;gentmo.c.-ODHSHjqYwRcSl2jfmVm
Pico's Pigneto;Via del Pigneto, 156, 00176 Roma RM, Italia;rosso;;;;+39 06 8620 5978;;;;0;2;0;0;0;0;0;2;2;0;0;0;09/07/25;41.88647940000001;12.5357573;;gentmo.c.-ODHRLbFLS69nRVYCs46
Pico's Trastevere Sabor a Mexico;Vicolo della Renella, 94, 00153 Roma RM, Italia;rosso;;;;+39 06 4424 2807;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.89048739999999;12.4712364;;gentmo.c.-ODHRK6AvWFEOFW6CXnr
Pigmalione;Via di Porta Labicana, 29, 00185 Roma RM, Italia;rosso;;;;+39 06 445 7740;;;;0;3;0;0;0;0;0;3;3;0;0;0;19/09/25;41.8953463;12.5127356;;gentmo.c.-OQQ0A7CV3_v3-PtUrgX
Pimm'S Good;Via di Santa Dorotea, 8/9, 00100 Roma RM, Italia;rosso;;;;+39 06 8538 5831;;;;0;32;2;7;0;0;0;36;21;0;0;15;18/07/25;41.89191999999999;12.46824;;gentmo.c.-OMYn6X2K0UgKsEUJOC8
Pinacoladasexy;Viale America 99, 00144 Roma Lazio, Italia;rosso;;;;;;;;0;1;0;0;0;0;0;1;1;0;0;0;21/06/25;41.8312298;12.4639686;;gentmo.c.-OTJ-7tBA1kfqi3Oh3V0
Pizza E Sulpli;Via dell'Umiltà 31, 00187 Roma Lazio, Italia;rosso;;;;;;;;0;32;0;0;0;0;0;34;22;0;0;12;31/08/25;41.8995161;12.482786;;gentmo.c.-ONGVoFgQOhhEqoYuXwl
Pizzeria Pepito's;Via degli Stradivari, 17-19, 00153 Roma RM, Italia;rosso;;;;+39 06 589 7649;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.87464629999999;12.4692633;;gentmo.c.-ODI7dYAHiHDqHyhmOPs
Pizzeria Pino E Nando;Via Gasperina, 176, 00173 Roma RM, Italia;rosso;;;;+39 06 7267 0767;;;;0;1;0;0;0;0;0;1;1;0;0;0;27/03/25;41.8323505;12.5994207;;gentmo.c.-OMNXBFOGq5kyurHfoaf
Playground Esport Pub;Via del Forte Braschi, 47, 00167 Roma RM, Italia;rosso;;;;+39 351 660 5015;;;;0;17;0;0;0;0;0;17;5;0;0;12;08/12/25;41.9148044;12.4212932;;gentmo.c.-OTn0ULYho1cu6bkNu4X
Pompi il regno del Tiramisu;Piazza del Risorgimento, 43, 00192 Roma RM, Italia;rosso;;;;+39 06 3973 7088;;;;1;9;0;0;0;0;0;10;3;0;0;7;18/08/25;41.90657789999999;12.458669;;gentmo.c.-OTbA_dnPZ8sctUTlgCR
Pompi | Ponte Milvio;Via Cassia, 8/C, 00191 Roma RM, Italia;rosso;;;;+39 06 333 3488;;;;0;6;0;0;0;0;0;8;7;0;0;1;17/07/25;41.938284;12.4661423;;gentmo.c.-ON_YdnZtEho0ZMXcULa
Popi Popi;Via delle Fratte di Trastevere, 45, 00153 Roma RM, Italia;rosso;;;;+39 06 589 5167;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8879503;12.471595;;gentmo.c.-OFckau5HRvpwxlvfM-I
Prefetti 19;Via dei Prefetti, 19, 00186 Roma RM, Italia;rosso;;;;+39 389 134 9784;;;;0;42;1;1;0;0;0;48;20;0;0;28;20/10/25;41.9024216;12.4766654;;gentmo.c.-OPMn03bWRij7gFYPK8K
Prima ar Dopo;Vicolo della Scala, 11 - 11/a, 00153 Roma RM, Italia;rosso;;;;;;;;0;4;0;0;3;0;0;4;4;0;0;0;21/03/25;41.8906525;12.4675524;;gentmo.c.-ODHa911XJuHum2XKnkx
Primo Vineria con Cucina;Via la Marmora, 16, 00071 Pomezia RM, Italia;rosso;;;;+39 06 6931 9569;;;;0;2;0;0;0;0;0;2;2;0;0;0;18/05/25;41.673956;12.4978182;;gentmo.c.-OP1muknqPchCV_kPDDN
Project xx1;Via Aquilonia 61, 00177 Roma Lazio, Italia;rosso;;;;;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8909362;12.5500389;;gentmo.c.-Obgf0V-3KPA1eTxfuBE
Proloco Trastevere;Via Goffredo Mameli, 23, 00153 Roma RM, Italia;rosso;;;;+39 06 4559 6137;;;;1;33;7;7;0;0;0;34;17;0;0;17;07/09/25;41.8869726;12.467741;;gentmo.c.-ODI1sMqNbf1hoHR54RP
Punk Roma;Via dei Durantini, 18, 00157 Roma RM, Italia;rosso;;;;+39 351 718 3315;;;;0;12;0;0;0;0;0;12;7;0;0;5;26/11/25;41.9091709;12.5426445;;gentmo.c.-ODCoKtvgnQnS_33zPwz
Punto 173 Dritto & Rovescio;Via Cardinale Garampi, 173, 00167 Roma RM, Italia;rosso;;;;+39 06 8923 2808;;;;0;9;0;0;0;0;0;9;2;0;0;7;08/12/25;41.9164676;12.4217476;Preso da simone;gentmo.c.-O_CgPa-iGzBw_nkVEv6
Q's Rummeria;Vicolo Moroni, 53, 00153 Roma RM, Italia;rosso;;;;+39 331 996 6996;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8921125;12.4684979;;gentmo.c.-ODH_VNRi1j549OhQZrt
QVINTO Roma - Restaurant Lounge Café;Via Fornaci di Tor di Quinto, 10, 00191 Roma RM, Italia;rosso;;;;+39 06 333 2961;;;;0;2;0;0;0;0;0;4;4;0;0;0;29/05/25;41.9366517;12.4816053;;gentmo.c.-ODHYQ-Chs81O4XyEmAE
RADICI Pizzicheria Salentina;Via Emanuele Filiberto, 38, 00185 Roma RM, Italia;rosso;;;;+39 06 8902 1483;;;;0;33;0;0;0;0;0;34;15;0;0;19;19/08/25;41.8923291;12.5058532;;gentmo.c.-OM2rwnBg8ypnqEdgDGh
REM TRASTEVERE;Vicolo di Santa Margherita, 1, 00153 Roma RM, Italia;rosso;;;;+39 349 073 2895;;;;0;168;73;74;0;0;0;197;95;0;0;102;21/12/25;41.8892719;12.4713499;;gentmo.c.-ODHaDH01g9ovvTCd-AM
RITO loungebarcaffè;Viale dei Colli Portuensi, 96, 00151 Roma RM, Italia;rosso;;;;+39 344 737 3711;;;;0;41;0;1;0;0;0;42;16;0;0;26;08/08/25;41.8730796;12.4429511;;gentmo.c.-OKQZo0FhT_KKKceYhsp
Rashõmon Club;Via degli Argonauti, 16, 00154 Roma RM, Italia;rosso;;;;+39 391 730 7386;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.86468660000001;12.4813156;;gentmo.c.-OKQZ-wSAW-LVE1r3Q8P
Reale Circolo Canottieri Tevere Remo - Sede Sportiva (ISA);Lungotevere dell'Acqua Acetosa, 00197 Roma RM, Italia;rosso;;;;+39 06 808 2809;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.9349935;12.4878219;;gentmo.c.-OUjC_n45IgVWm9pZMbx
Rebacco;Via Pomezia, 12, 00183 Roma RM, Italia;rosso;;;;+39 06 7759 0412;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8800839;12.5117;;gentmo.c.-OF38LwKg6ZpaD7JKLbO
Rebel's Brewery & Tap Room Garden;Via Ardeatina, 931, 00178 Roma RM, Italia;rosso;;;;+39 06 8716 5259;;;;0;6;0;0;0;0;0;6;6;0;0;0;04/07/25;41.7997144;12.5380827;;gentmo.c.-OO_3d4Z-I7V27oltA2L
Refettorio dei Colli Pizza e Cucina;Viale dei Colli Portuensi, 565, 00151 Roma RM, Italia;rosso;;;;+39 06 6858 6699;;;;0;7;0;0;0;0;0;7;0;0;0;7;;41.8587353;12.4435452;Preso da simone;gentmo.c.-OZuPipFFNZV-xgFYafH
Retro Food & Wine;Viale dei Colli Portuensi, 172, 00151 Roma RM, Italia;rosso;;;;+39 06 5327 3530;;;;0;39;14;13;1;0;0;41;26;0;0;15;22/07/25;41.8700273;12.4429153;;gentmo.c.-OD7Qf0T5A9Oh9B7hhYE
Retrogusto - Beer'n'Burger;Via delle Rose, 48a, 00172 Roma RM, Italia;rosso;x;;;+39 06 8879 5230;;;;0;18;0;0;1;0;0;20;11;0;0;9;07/10/25;41.8897395;12.5631356;;gentmo.c.-OKQ_hW2qCoXCWOE-asf
"Ristorante ""Al Viminale""";Piazza del Viminale, 3-4, 00184 Roma RM, Italia;rosso;;;;+39 06 8667 2597;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8999563;12.4934666;;gentmo.c.-OdPBa0LNbRbYVWVltq5
Ristorante Arco Di S. Calisto;Via dell'Arco di S. Calisto, 45, 00153 Roma RM, Italia;rosso;;;;+39 331 204 5150;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.889089;12.4709772;;gentmo.c.-OL1HkVkTBhsRMlYmuPK
Ristorante Casette di Campagna;Via di Affogalasino, 40, 00148 Roma RM, Italia;rosso;;;;+39 06 6574 3230;;;;0;27;8;8;0;0;0;28;18;0;0;10;25/09/25;41.86206610000001;12.4329112;;gentmo.c.-ON1LkingCoeVUfEJkaK
Ristorante Figo Parioli;Viale Parioli, 178, 00197 Roma RM, Italia;rosso;;;;+39 06 9799 4256;;;;0;22;0;0;3;1;0;24;14;0;0;10;10/09/25;41.92905439999999;12.4863197;;gentmo.c.-OL5Xln_UXZscS-4piX9
Ristorante Il Ciak;Vicolo del Cinque, 21, 00153 Roma RM, Italia;rosso;;;;+39 06 589 4774;;;;0;12;4;4;0;0;0;13;5;0;0;8;04/12/25;41.8909953;12.4694609;;gentmo.c.-OQEiFLnLyD7hp8ITPy_
Ristorante La Bottega Roma;Viale Battista Bardanzellu, 27-29, 00155 Roma RM, Italia;rosso;;;;+39 06 8901 5088;;;;0;34;0;0;0;0;0;35;14;0;0;21;18/10/25;41.9153534;12.5731917;;gentmo.c.-OSziEn6BLzMPPdhRg49
Ristorante Morabeza;Via del Prato della Corte, 1915, 00123 Roma RM, Italia;rosso;;;;+39 329 151 7324;;;;0;4;0;0;0;0;0;4;3;0;0;1;04/07/25;42.0034595;12.4517037;;gentmo.c.-OSj2w2rxPS-lgfCjbPL
Ristorante Pinseria Da Massi;Via della Scala, 34, 00153 Roma RM, Italia;rosso;;;;+39 06 5833 3868;;;;0;9;0;0;0;0;0;9;7;0;0;2;08/08/25;41.8917746;12.4678883;;gentmo.c.-ODHRdYfa-LXuI7jzCX4
Ristorante Pizzeria Ai Cocci;Via Luca della Robbia, 21/23, 00153 Roma RM, Italia;rosso;;;;+39 06 574 3017;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.87905980000001;12.4779384;;gentmo.c.-ODHSXnxOXhNshEwgheF
Ristorante Porto di Enea.;Via Litoranea, 00128 Roma RM, Italia;rosso;;;;+39 06 8941 5668;;;;0;1;0;0;0;0;0;1;1;0;0;0;03/04/25;41.660472;12.4101332;;gentmo.c.-OMwMZRRyEQ7jVPMBiPu
Ristorante Puntarella;Piazza del Drago, 10, 00153 Roma RM, Italia;rosso;;;;+39 339 451 6959;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.88931580000001;12.4749468;;gentmo.c.-OTvwtMq8qUsO19aBFAV
Ristorante Santa Lucia;Largo Febo, 12, 00186 Roma RM, Italia;rosso;;;;+39 06 6880 2427;;;;0;20;0;0;0;0;0;22;12;0;0;10;21/09/25;41.9002996;12.4724612;;gentmo.c.-OQ5Uj_c2XcMTLRAwDZn
Ristorante Un Posto Al Sole Fiumicino;Via della Torre Clementina, 94, 00054 Fiumicino RM, Italia;rosso;;;;+39 06 6504 7706;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.77151799999999;12.2310561;;gentmo.c.-OKQY4lm__vdr7Ay616t
Ristorante daLù;Via della Gensola, 58 a, 00153 Roma RM, Italia;rosso;;;;+39 06 3789 5459;;;;0;7;0;0;0;0;0;7;5;0;0;2;08/07/25;41.8896782;12.475734;;gentmo.c.-ORa989j5U3yyvnjgBMr
Ristoro degli Angeli;Via Luigi Orlando, 2, 00154 Roma RM, Italia;rosso;;;;+39 06 5143 6020;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.86260770000001;12.4849637;;gentmo.c.-ODI2jogxzm_9_VwWRUf
Riva Marconi - Ristorante e Location Roma Sud;Lungotevere Dante, 273, 00146 Roma RM, Italia;rosso;;;;+39 342 346 1038;;;;0;1;0;0;0;0;0;1;1;0;0;0;17/07/25;41.85148119999999;12.4666742;;gentmo.c.-OVNrAeUOZgrlTbPCbEJ
Roaring Twenties Frascati;Via S. Martino, 6, 00044 Frascati RM, Italia;rosso;;;;+39 334 271 6470;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.80721750000001;12.680862;;gentmo.c.-ODIhZVO4F2DJBwhcfw5
RomAntica;Via Emanuele Filiberto, 52, 00185 Roma RM, Italia;rosso;;;;+39 347 398 7119;;;;0;3;0;1;0;0;0;3;0;0;0;3;;41.892166;12.506101;;gentmo.c.-OcuCji3ETFhS8toTEqI
Roman Country Residence;Largo Pasquale Testini, 13, 00119 Ostia Antica RM, Italia;rosso;;;;+39 06 5635 2793;;;;0;23;0;0;1;0;0;25;14;0;0;11;02/12/25;41.76626729999999;12.3069435;;gentmo.c.-OKQaNX7oG4Bktk8u3_A
Romi pizzeria ;Via Portuense 45, 00153 Roma Lazio, Italia;rosso;;;;;;;;0;8;0;0;0;0;0;10;7;0;0;3;28/10/25;41.8812988;12.4709178;;gentmo.c.-OMJOQU2hxeC35CzYsJR
Romoletto;Campo de' Fiori, 47, 00186 Roma RM, Italia;rosso;;;;;;;;0;82;7;38;0;0;0;87;30;0;0;57;14/12/25;41.89553189999999;12.4726434;;gentmo.c.-OLtscsPlnI8-8Od8OzU
Roof Cocktail bar;Piazzale Adriatico, 14, 00141 Roma RM, Italia;blu;;;;+39 06 4554 8059;;;;0;38;0;0;0;0;0;38;9;0;0;29;08/12/25;41.9395759;12.5361398;;gentmo.c.-ORS1hryS5_jvki5MB8a
Rosina Cucina Di Casa;Vicolo delle Grotte, 27, 00186 Roma RM, Italia;rosso;;;;+39 06 6937 4499;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.894199;12.4723546;;gentmo.c.-ODCnbfUlNE3_VfkLnz8
Rosso Restaurant & Caffè;Via Atessa, 4, 00155 Roma RM, Italia;rosso;;;;+39 06 8855 2465;;;;0;19;0;0;0;0;0;20;11;0;0;9;21/08/25;41.9113371;12.6079357;;gentmo.c.-OLdp0WevX0j0QkTKZpP
Rude ( Cliente Freezco);Via dei Castani, 228, 00171 Roma RM, Italia;nero;;;;+39 06 8438 7458;;;;1;11;0;0;0;0;0;13;1;0;0;12;18/10/25;41.8878504;12.5658217;;gentmo.c.-OY6DppmHpFG463m6HJZ
Rust;Via Giano della Bella, 35, 00162 Roma RM, Italia;rosso;;;;+39 06 9957 3035;;;;0;7;0;0;0;0;0;9;9;0;0;0;04/07/25;41.9077082;12.5219414;;gentmo.c.-OLL6x64cKe9X_8LXeC0
SE LALLERO CAFÉ;Via Mattia Battistini, 149, 00167 Roma RM, Italia;rosso;;;;;;;;0;22;0;0;0;0;0;22;1;0;0;21;04/08/25;41.9094624;12.4174547;;gentmo.c.-OUwODzbigMjiMLjKo9a
SEEN by Olivier, Rome;P.za della Repubblica, 48, 00185 Roma RM, Italia;rosso;;;;+39 06 489381;;;;0;1;0;0;0;0;0;1;1;0;0;0;23/05/25;41.9020265;12.4960557;;gentmo.c.-OQjE4B4K_88yzSNyHAe
SERVITO ROMA;Via dell'Imbrecciato, 134/H, 00149 Roma RM, Italia;rosso;;;;+39 06 7707 3066;;;;0;91;0;0;0;0;0;92;29;0;0;63;07/11/25;41.8486669;12.4460118;;gentmo.c.-ONQsM2xn4kI75FFeOxj
SID BAR;Viale Raf Vallone, 30/32, 00173 Roma RM, Italia;rosso;;;;;;;;0;1;0;0;0;0;0;1;1;0;0;0;07/05/25;41.8339445;12.5961167;;gentmo.c.-OPeVhgSo05UTpiDlqsa
Sailing 809 Ristorante Cocktail Bar;Lungomare Duca degli Abruzzi, 84, 00121 Lido di Ostia RM, Italia;rosso;;;;+39 349 159 1221;;;;0;1;0;0;1;0;0;1;1;0;0;0;11/03/25;41.7372179;12.2516475;;gentmo.c.-OL0M90Y1slUQyFZq_WS
Salotto Stadlin;Largo Vercelli, 9, 00182 Roma RM, Italia;rosso;;;;+39 329 414 4555;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8823526;12.5153724;;gentmo.c.-Oakxszxc3xJtyfAYi38
Salotto valadier;Via della Torre Clementina, 90, 00054 Fiumicino RM, Italia;rosso;;;;+39 06 5710 3917;;;;0;9;1;3;0;1;0;11;9;0;0;2;27/10/25;41.7716459;12.2311501;;gentmo.c.-OKQXQhEKi3KpUQ3PVIx
Sam Beer;Viale dell'Aeronautica, 51, 00144 Roma RM, Italia;rosso;;;;+39 06 8902 6208;;;;0;2;0;0;1;0;0;2;2;0;0;0;29/04/25;41.826273;12.4759191;;gentmo.c.-OL6IrBx849Ryxc_MGAl
Samovar;Piazza di S. Calisto, 00153 Roma RM, Italia;rosso;;;;+39 06 8879 9184;;;;0;7;0;0;0;0;0;8;3;0;0;5;02/06/25;41.8886358;12.4705345;;gentmo.c.-OO98WnT62j892nn7PLK
Sampietrino - L'Osteria di San Giovanni;Via Domenico Fontana, 16, 00185 Roma RM, Italia;rosso;;;;+39 06 9674 0372;;;;0;1;0;0;1;0;0;1;1;0;0;0;12/03/25;41.88778720000001;12.5067718;;gentmo.c.-OLFPjnsh2QO702Gs0F2
San pietrino - Roman Street Food;Via Plauto, 23, 00193 Roma RM, Italia;rosso;x;;;+39 338 920 8988;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.9039928;12.4603102;;gentmo.c.-OLFPJlHXPsCH0L28Ytg
Sant'Eustachio Caffè;Piazza di S. Eustachio, 82, 00186 Roma RM, Italia;rosso;;;;+39 06 6880 2048;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8982749;12.4754254;;gentmo.c.-OQezbk4ryKs1tOGn7N_
Santa Lucia;Vicolo dell'Annunziatella, 00142 Roma RM, Italia;rosso;;;;+39 06 5153 0007;;;;0;6;0;0;0;0;0;6;5;0;0;1;13/05/25;41.8417108;12.5138497;;gentmo.c.-ONth1UWt7Jq5BkOD_a_
Santa Maria;Piazza di Santa Maria Ausiliatrice 9, 00181 Roma Lazio, Italia;rosso;;;;;;;;0;23;0;0;0;0;1;23;4;0;0;19;13/11/25;41.8727484;12.5307246;;gentmo.c.-OW_5VrlAsfMB_mZObyf
Santi 40;Via di San Francesco A Ripa 151, 00153 Roma Lazio, Italia;rosso;;;;;;;;1;75;41;41;0;0;0;78;15;0;0;63;20/07/25;41.8877493;12.4713489;;gentmo.c.-OOYtsJebZzIjU33MMAW
Santo Trastevere;V. della Paglia, 40, 00153 Roma RM, Italia;rosso;;;;+39 333 380 7008;;;;0;3;0;0;0;0;0;4;4;0;0;0;13/04/25;41.888908;12.4679216;;gentmo.c.-OLLKa87osxmx3NIkjkQ
SantoPalato;Piazza Tarquinia, 4 a/b, 00183 Roma RM, Italia;rosso;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.881263;12.5098802;;gentmo.c.-OLLKQJF0Awwi06oT_GU
Sapori e Delizie;Via Giovanni Lanza, 102/104, 00184 Roma RM, Italia;rosso;;;;+39 06 487 5450;;;;0;22;0;0;0;0;0;23;9;0;0;14;27/10/25;41.8948982;12.4989921;;gentmo.c.-OM6nkZDQYFQcGc2rqrJ
Secco Baretto;Via Luigi Mancinelli 23, 00199 Roma Lazio, Italia;rosso;;;;;;;;0;49;0;0;0;0;0;50;13;0;0;37;19/12/25;41.9375808;12.5142396;;gentmo.c.-OS5i0adoBXUmDGjHJ0I
